bucket,key,size_bytes,created,owner,policy_id
devops-bucket,analytics-bucket/raw/events_45.parquet,11768114358,2021-07-27T05:37:08Z,Operations,POL-SAL-2Y
marketing-bucket,support-bucket/tickets/case_46.json,787215412,2024-08-25T16:37:16Z,IT,POL-FIN-7Y
analytics-bucket,marketing-bucket/assets/2023/brand_logo_47.png,8133840286,2025-04-22T20:06:28Z,Legal,POL-SUP-1Y
hr-bucket,marketing-bucket/assets/2023/brand_logo_48.png,5035911854,2025-04-19T06:09:57Z,Operations,POL-SUP-1Y
marketing-bucket,sales-bucket/presentations/deck_49.pptx,2028943945,2024-12-27T12:20:00Z,IT,POL-MKT-3Y
devops-bucket,analytics-bucket/raw/events_50.parquet,14836128352,2025-06-09T06:47:04Z,Engineering,POL-SUP-1Y
devops-bucket,finance-bucket/reports/invoice_51.pdf,15394414686,2023-09-17T15:04:05Z,Finance,POL-SUP-1Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_52.png,17413874900,2025-11-02T13:19:51Z,IT,POL-FIN-7Y
marketing-bucket,engineering-bucket/builds/artifact_53.jar,10039771134,2025-10-19T20:39:06Z,Sales,POL-ANL-1Y
data-lake-bucket,marketing-bucket/assets/2023/brand_logo_54.png,4073438263,2025-07-07T18:30:58Z,IT,POL-OPS-2Y
finance-bucket,engineering-bucket/builds/artifact_55.jar,19424775121,2025-09-12T02:35:17Z,IT,POL-MKT-3Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_56.png,10209761530,2020-04-10T22:52:55Z,Operations,POL-SUP-1Y
devops-bucket,sales-bucket/presentations/deck_57.pptx,3986571356,2021-08-23T05:32:11Z,Operations,POL-IT-5Y
hr-bucket,hr-bucket/files/employee_58.docx,18309285029,2024-04-01T01:33:56Z,Engineering,POL-OPS-2Y
hr-bucket,analytics-bucket/raw/events_59.parquet,14672618159,2021-05-16T00:08:02Z,Operations,POL-IT-5Y
data-lake-bucket,marketing-bucket/assets/2023/brand_logo_60.png,7565726605,2023-01-15T06:53:54Z,IT,POL-OPS-2Y
legal-bucket,marketing-bucket/assets/2023/brand_logo_61.png,13722918715,2022-07-19T18:32:20Z,IT,POL-FIN-7Y
hr-bucket,marketing-bucket/assets/2023/brand_logo_62.png,17812238401,2021-12-05T12:51:16Z,Operations,POL-OPS-2Y
finance-bucket,hr-bucket/files/employee_63.docx,2177043180,2022-02-04T22:05:12Z,Analytics,POL-MKT-3Y
hr-bucket,analytics-bucket/raw/events_64.parquet,7244069371,2020-08-15T18:42:08Z,HR,POL-LGL-7Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_65.png,10852388878,2023-12-21T13:00:59Z,Sales,POL-LGL-7Y
analytics-bucket,support-bucket/tickets/case_66.json,1896532999,2025-10-27T22:02:55Z,Legal,POL-ANL-1Y
devops-bucket,analytics-bucket/raw/events_67.parquet,11456461287,2020-09-08T03:25:24Z,Support,POL-FIN-7Y
hr-bucket,marketing-bucket/assets/2023/brand_logo_68.png,4159287887,2023-09-15T07:29:06Z,Engineering,POL-MKT-3Y
devops-bucket,finance-bucket/reports/invoice_69.pdf,3833384320,2025-07-29T05:21:23Z,HR,POL-FIN-7Y
hr-bucket,support-bucket/tickets/case_70.json,12745319921,2022-02-02T15:03:48Z,Sales,POL-MKT-3Y
data-lake-bucket,hr-bucket/files/employee_71.docx,8709711984,2023-07-24T19:54:16Z,Finance,POL-SAL-2Y
finance-bucket,analytics-bucket/raw/events_72.parquet,15379924909,2020-05-22T02:43:36Z,Analytics,POL-IT-5Y
data-lake-bucket,finance-bucket/reports/invoice_73.pdf,1944560766,2023-11-11T01:08:01Z,Sales,POL-ENG-3Y
engineering-bucket,finance-bucket/reports/invoice_74.pdf,14056292546,2021-09-04T01:53:43Z,Operations,POL-IT-5Y
analytics-bucket,engineering-bucket/builds/artifact_75.jar,1129562358,2023-07-05T11:59:02Z,Legal,POL-SAL-2Y
devops-bucket,engineering-bucket/builds/artifact_76.jar,15077430384,2022-08-16T16:02:15Z,HR,POL-HR-5Y
hr-bucket,sales-bucket/presentations/deck_77.pptx,8880376742,2020-02-17T00:44:18Z,Marketing,POL-SAL-2Y
legal-bucket,hr-bucket/files/employee_78.docx,11969404171,2020-12-14T08:21:41Z,Engineering,POL-SUP-1Y
analytics-bucket,support-bucket/tickets/case_79.json,6789897874,2022-01-02T13:47:37Z,Support,POL-ENG-3Y
analytics-bucket,marketing-bucket/assets/2023/brand_logo_80.png,3710616890,2022-06-30T07:41:29Z,Legal,POL-SAL-2Y
analytics-bucket,hr-bucket/files/employee_81.docx,7842691319,2021-01-27T20:31:29Z,HR,POL-SUP-1Y
analytics-bucket,legal-bucket/contracts/agreement_82.pdf,15494695900,2025-09-12T01:07:08Z,Marketing,POL-IT-5Y
devops-bucket,sales-bucket/presentations/deck_83.pptx,1861343004,2021-04-19T12:24:56Z,Operations,POL-OPS-2Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_84.png,7170640825,2022-11-24T13:57:42Z,Legal,POL-IT-5Y
hr-bucket,engineering-bucket/builds/artifact_85.jar,11623736336,2022-12-11T09:24:27Z,Marketing,POL-IT-5Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_86.png,12303925185,2021-09-25T11:38:12Z,IT,POL-SUP-1Y
legal-bucket,marketing-bucket/assets/2023/brand_logo_87.png,9067889660,2025-06-29T20:06:12Z,HR,POL-OPS-2Y
marketing-bucket,support-bucket/tickets/case_88.json,16396216784,2021-05-28T21:21:18Z,Analytics,POL-ENG-3Y
marketing-bucket,sales-bucket/presentations/deck_89.pptx,15908612212,2024-06-11T13:58:54Z,Finance,POL-OPS-2Y
marketing-bucket,marketing-bucket/assets/2023/brand_logo_90.png,14509672227,2021-03-06T07:37:50Z,Engineering,POL-SAL-2Y
marketing-bucket,engineering-bucket/builds/artifact_91.jar,15091240581,2020-07-30T20:17:16Z,HR,POL-SUP-1Y
support-bucket,hr-bucket/files/employee_92.docx,8960101662,2020-03-15T17:44:19Z,Finance,POL-ENG-3Y
finance-bucket,analytics-bucket/raw/events_93.parquet,11356650486,2023-09-16T18:27:03Z,Engineering,POL-SUP-1Y
hr-bucket,engineering-bucket/builds/artifact_94.jar,16338174899,2020-07-20T13:43:02Z,Finance,POL-MKT-3Y
marketing-bucket,engineering-bucket/builds/artifact_95.jar,14214531231,2021-04-26T20:52:43Z,Analytics,POL-SAL-2Y
hr-bucket,analytics-bucket/raw/events_96.parquet,15578401088,2023-11-01T00:45:24Z,Finance,POL-FIN-7Y
devops-bucket,analytics-bucket/raw/events_97.parquet,18267360304,2022-12-29T18:34:28Z,Finance,POL-OPS-2Y
finance-bucket,sales-bucket/presentations/deck_98.pptx,10369461779,2024-04-29T11:15:11Z,Finance,POL-ENG-3Y
analytics-bucket,legal-bucket/contracts/agreement_99.pdf,5770862504,2020-01-24T07:27:37Z,HR,POL-MKT-3Y
devops-bucket,hr-bucket/files/employee_100.docx,7403786074,2024-10-07T04:39:16Z,Finance,POL-FIN-7Y
finance-bucket,support-bucket/tickets/case_101.json,4648817221,2023-07-03T05:36:31Z,Operations,POL-SAL-2Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_102.png,9853072040,2021-09-01T04:21:03Z,Marketing,POL-SAL-2Y
support-bucket,marketing-bucket/assets/2023/brand_logo_103.png,8735423331,2021-03-31T09:14:05Z,Sales,POL-SAL-2Y
analytics-bucket,support-bucket/tickets/case_104.json,16932708380,2021-11-02T12:43:55Z,Engineering,POL-HR-5Y
marketing-bucket,support-bucket/tickets/case_105.json,18520937533,2024-03-05T10:01:29Z,Support,POL-ANL-1Y
sales-bucket,finance-bucket/reports/invoice_106.pdf,11162387891,2020-02-15T13:50:56Z,Finance,POL-HR-5Y
sales-bucket,engineering-bucket/builds/artifact_107.jar,4094122177,2023-07-28T22:50:02Z,Support,POL-MKT-3Y
engineering-bucket,legal-bucket/contracts/agreement_108.pdf,5045233211,2023-03-09T22:23:00Z,Analytics,POL-OPS-2Y
data-lake-bucket,analytics-bucket/raw/events_109.parquet,1642728725,2024-11-06T20:00:27Z,Finance,POL-FIN-7Y
support-bucket,sales-bucket/presentations/deck_110.pptx,18160183791,2024-06-24T23:56:20Z,Finance,POL-LGL-7Y
legal-bucket,legal-bucket/contracts/agreement_111.pdf,11696990425,2021-06-11T17:48:30Z,Analytics,POL-OPS-2Y
sales-bucket,engineering-bucket/builds/artifact_112.jar,6747041077,2021-08-14T08:13:27Z,Operations,POL-SAL-2Y
finance-bucket,sales-bucket/presentations/deck_113.pptx,18836726455,2020-04-24T10:54:20Z,Support,POL-SUP-1Y
support-bucket,finance-bucket/reports/invoice_114.pdf,14260142573,2022-03-23T10:50:06Z,Analytics,POL-FIN-7Y
devops-bucket,finance-bucket/reports/invoice_115.pdf,11275488221,2025-08-11T01:24:01Z,Support,POL-ENG-3Y
engineering-bucket,hr-bucket/files/employee_116.docx,14719342573,2022-07-28T14:39:05Z,HR,POL-FIN-7Y
devops-bucket,engineering-bucket/builds/artifact_117.jar,8825031099,2023-01-20T11:25:11Z,Legal,POL-OPS-2Y
data-lake-bucket,finance-bucket/reports/invoice_118.pdf,716655265,2023-10-19T13:26:25Z,Analytics,POL-SUP-1Y
legal-bucket,engineering-bucket/builds/artifact_119.jar,15032034362,2020-07-02T12:14:13Z,Legal,POL-HR-5Y
analytics-bucket,sales-bucket/presentations/deck_120.pptx,16659128258,2023-11-18T11:22:51Z,Operations,POL-FIN-7Y
engineering-bucket,marketing-bucket/assets/2023/brand_logo_121.png,4724458388,2020-09-05T01:04:43Z,Legal,POL-FIN-7Y
analytics-bucket,legal-bucket/contracts/agreement_122.pdf,1844703719,2020-05-25T04:24:49Z,Marketing,POL-SAL-2Y
legal-bucket,analytics-bucket/raw/events_123.parquet,14139544705,2022-11-07T20:57:32Z,Analytics,POL-MKT-3Y
data-lake-bucket,sales-bucket/presentations/deck_124.pptx,10734868926,2025-03-27T04:38:30Z,Marketing,POL-IT-5Y
finance-bucket,hr-bucket/files/employee_125.docx,3899800551,2023-07-27T15:12:00Z,Analytics,POL-LGL-7Y
legal-bucket,sales-bucket/presentations/deck_126.pptx,2834561358,2020-05-23T10:01:03Z,Engineering,POL-MKT-3Y
engineering-bucket,support-bucket/tickets/case_127.json,9320045774,2024-04-12T18:04:14Z,Finance,POL-SUP-1Y
finance-bucket,legal-bucket/contracts/agreement_128.pdf,8649191425,2022-09-08T01:21:21Z,Engineering,POL-FIN-7Y
engineering-bucket,analytics-bucket/raw/events_129.parquet,12891263152,2024-04-02T19:19:31Z,Sales,POL-ENG-3Y
analytics-bucket,hr-bucket/files/employee_130.docx,3418084295,2025-04-08T14:31:19Z,IT,POL-OPS-2Y
marketing-bucket,engineering-bucket/builds/artifact_131.jar,2537814802,2024-03-06T19:05:46Z,Operations,POL-MKT-3Y
finance-bucket,sales-bucket/presentations/deck_132.pptx,8915158553,2022-11-27T00:49:07Z,Marketing,POL-IT-5Y
marketing-bucket,sales-bucket/presentations/deck_133.pptx,6523196913,2024-08-18T05:51:54Z,Support,POL-ENG-3Y
hr-bucket,finance-bucket/reports/invoice_134.pdf,8304675078,2022-11-17T05:06:29Z,Finance,POL-MKT-3Y
hr-bucket,support-bucket/tickets/case_135.json,137194865,2023-04-15T03:42:32Z,Engineering,POL-LGL-7Y
data-lake-bucket,finance-bucket/reports/invoice_136.pdf,19021301896,2020-06-04T15:59:42Z,Finance,POL-FIN-7Y
data-lake-bucket,finance-bucket/reports/invoice_137.pdf,7559967137,2024-10-27T07:14:05Z,IT,POL-LGL-7Y
analytics-bucket,sales-bucket/presentations/deck_138.pptx,14018478124,2024-04-12T16:18:50Z,Marketing,POL-FIN-7Y
sales-bucket,legal-bucket/contracts/agreement_139.pdf,6854072638,2023-05-08T07:25:50Z,Sales,POL-SUP-1Y
hr-bucket,engineering-bucket/builds/artifact_140.jar,12084573164,2023-04-26T20:32:51Z,Operations,POL-ENG-3Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_141.png,11242102337,2021-12-20T05:04:39Z,Engineering,POL-FIN-7Y
support-bucket,legal-bucket/contracts/agreement_142.pdf,10635814031,2020-05-02T18:12:29Z,Legal,POL-ENG-3Y
marketing-bucket,support-bucket/tickets/case_143.json,5154113404,2020-12-07T20:58:28Z,Legal,POL-FIN-7Y
legal-bucket,engineering-bucket/builds/artifact_144.jar,1130150027,2022-11-26T04:19:37Z,Support,POL-FIN-7Y
hr-bucket,hr-bucket/files/employee_145.docx,17475667860,2021-01-28T10:31:35Z,HR,POL-OPS-2Y
analytics-bucket,legal-bucket/contracts/agreement_146.pdf,4660599662,2020-01-06T04:05:34Z,Sales,POL-HR-5Y
finance-bucket,finance-bucket/reports/invoice_147.pdf,6236974543,2021-06-01T09:40:42Z,Finance,POL-IT-5Y
finance-bucket,finance-bucket/reports/invoice_148.pdf,15685691993,2022-12-14T15:10:58Z,Sales,POL-SUP-1Y
engineering-bucket,finance-bucket/reports/invoice_149.pdf,2071144004,2022-03-29T08:22:39Z,Analytics,POL-FIN-7Y
sales-bucket,finance-bucket/reports/invoice_150.pdf,9865749069,2020-09-20T09:51:43Z,Support,POL-IT-5Y
support-bucket,finance-bucket/reports/invoice_151.pdf,12581981930,2020-09-07T08:45:22Z,Analytics,POL-LGL-7Y
marketing-bucket,finance-bucket/reports/invoice_152.pdf,717818330,2020-02-21T03:26:22Z,Operations,POL-IT-5Y
devops-bucket,marketing-bucket/assets/2023/brand_logo_153.png,12398778472,2021-04-20T00:13:07Z,Marketing,POL-FIN-7Y
engineering-bucket,engineering-bucket/builds/artifact_154.jar,3651827163,2023-09-07T14:26:38Z,IT,POL-SAL-2Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_155.png,8216896231,2024-12-19T23:08:53Z,Finance,POL-MKT-3Y
legal-bucket,legal-bucket/contracts/agreement_156.pdf,767282592,2024-11-18T10:24:05Z,IT,POL-IT-5Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_157.png,15403761143,2025-11-07T18:02:19Z,Operations,POL-MKT-3Y
marketing-bucket,support-bucket/tickets/case_158.json,12627552899,2022-09-05T16:48:23Z,Engineering,POL-FIN-7Y
legal-bucket,finance-bucket/reports/invoice_159.pdf,11024606578,2020-06-25T15:36:16Z,Engineering,POL-OPS-2Y
analytics-bucket,engineering-bucket/builds/artifact_160.jar,17197127186,2023-12-22T09:52:30Z,Engineering,POL-MKT-3Y
data-lake-bucket,legal-bucket/contracts/agreement_161.pdf,11798423983,2023-09-15T19:43:44Z,HR,POL-SUP-1Y
finance-bucket,hr-bucket/files/employee_162.docx,14989514751,2020-02-03T13:22:07Z,HR,POL-FIN-7Y
support-bucket,finance-bucket/reports/invoice_163.pdf,6294041836,2022-09-15T14:27:50Z,Support,POL-FIN-7Y
hr-bucket,marketing-bucket/assets/2023/brand_logo_164.png,5398583530,2025-12-23T22:11:50Z,Engineering,POL-ENG-3Y
finance-bucket,support-bucket/tickets/case_165.json,19252352790,2025-09-20T23:00:31Z,Legal,POL-FIN-7Y
support-bucket,engineering-bucket/builds/artifact_166.jar,1247829652,2024-07-14T12:30:15Z,Operations,POL-ANL-1Y
sales-bucket,hr-bucket/files/employee_167.docx,6869294512,2021-01-06T02:33:08Z,HR,POL-IT-5Y
engineering-bucket,legal-bucket/contracts/agreement_168.pdf,12406823514,2022-08-01T12:16:19Z,IT,POL-IT-5Y
data-lake-bucket,analytics-bucket/raw/events_169.parquet,9886356886,2020-03-15T23:32:45Z,Marketing,POL-MKT-3Y
data-lake-bucket,support-bucket/tickets/case_170.json,17519504591,2024-07-20T11:32:13Z,HR,POL-IT-5Y
data-lake-bucket,support-bucket/tickets/case_171.json,14985092732,2020-02-01T09:41:55Z,Sales,POL-SUP-1Y
data-lake-bucket,hr-bucket/files/employee_172.docx,2084062374,2020-05-23T09:23:07Z,Finance,POL-SAL-2Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_173.png,14307610528,2025-10-22T16:34:03Z,Support,POL-OPS-2Y
data-lake-bucket,sales-bucket/presentations/deck_174.pptx,17373667482,2021-02-10T14:31:59Z,IT,POL-HR-5Y
analytics-bucket,legal-bucket/contracts/agreement_175.pdf,8367054934,2025-01-23T22:19:02Z,Analytics,POL-ANL-1Y
support-bucket,support-bucket/tickets/case_176.json,11852213761,2024-01-23T02:58:22Z,Engineering,POL-ENG-3Y
hr-bucket,hr-bucket/files/employee_177.docx,1712829706,2021-07-23T05:25:18Z,Marketing,POL-ANL-1Y
support-bucket,marketing-bucket/assets/2023/brand_logo_178.png,3279437415,2020-05-05T09:21:15Z,HR,POL-ENG-3Y
marketing-bucket,engineering-bucket/builds/artifact_179.jar,15808418633,2023-05-18T21:07:50Z,IT,POL-IT-5Y
legal-bucket,hr-bucket/files/employee_180.docx,9499967478,2025-01-22T15:33:45Z,HR,POL-SAL-2Y
sales-bucket,hr-bucket/files/employee_181.docx,14013675970,2023-09-30T20:42:12Z,Sales,POL-ANL-1Y
sales-bucket,analytics-bucket/raw/events_182.parquet,14636280401,2020-05-23T07:41:03Z,Operations,POL-ANL-1Y
analytics-bucket,sales-bucket/presentations/deck_183.pptx,9019178553,2023-04-09T01:54:25Z,Support,POL-FIN-7Y
legal-bucket,analytics-bucket/raw/events_184.parquet,8691074039,2020-04-17T19:15:26Z,Finance,POL-IT-5Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_185.png,17562240510,2025-02-02T11:41:35Z,Engineering,POL-IT-5Y
legal-bucket,finance-bucket/reports/invoice_186.pdf,8325658182,2024-11-14T05:06:10Z,IT,POL-FIN-7Y
sales-bucket,marketing-bucket/assets/2023/brand_logo_187.png,15511522028,2024-07-08T06:34:50Z,IT,POL-FIN-7Y
legal-bucket,engineering-bucket/builds/artifact_188.jar,8532427893,2022-09-02T22:17:17Z,Operations,POL-FIN-7Y
hr-bucket,engineering-bucket/builds/artifact_189.jar,6631173309,2022-08-04T04:53:20Z,HR,POL-ANL-1Y
legal-bucket,hr-bucket/files/employee_190.docx,9062540781,2024-12-12T16:45:27Z,Marketing,POL-ANL-1Y
marketing-bucket,sales-bucket/presentations/deck_191.pptx,7329681896,2020-12-12T04:06:20Z,Marketing,POL-IT-5Y
marketing-bucket,hr-bucket/files/employee_192.docx,7487259684,2021-02-08T02:40:44Z,Marketing,POL-SUP-1Y
data-lake-bucket,hr-bucket/files/employee_193.docx,19441870784,2025-11-16T09:49:49Z,Analytics,POL-ANL-1Y
hr-bucket,sales-bucket/presentations/deck_194.pptx,16784948795,2022-09-22T09:27:28Z,Marketing,POL-IT-5Y
marketing-bucket,finance-bucket/reports/invoice_195.pdf,7613299772,2023-07-23T17:39:01Z,Operations,POL-HR-5Y
engineering-bucket,analytics-bucket/raw/events_196.parquet,9266520843,2025-02-02T10:19:02Z,Legal,POL-ENG-3Y
hr-bucket,legal-bucket/contracts/agreement_197.pdf,8849504166,2025-04-16T19:14:31Z,Finance,POL-SAL-2Y
devops-bucket,hr-bucket/files/employee_198.docx,2719445077,2022-06-23T16:13:11Z,Marketing,POL-IT-5Y
finance-bucket,legal-bucket/contracts/agreement_199.pdf,4405221567,2022-10-02T00:54:48Z,Support,POL-ANL-1Y
devops-bucket,finance-bucket/reports/invoice_200.pdf,2646175025,2021-09-18T11:02:42Z,IT,POL-IT-5Y
devops-bucket,engineering-bucket/builds/artifact_201.jar,17960393674,2024-09-27T23:06:38Z,Finance,POL-IT-5Y
marketing-bucket,engineering-bucket/builds/artifact_202.jar,17763152554,2021-07-08T21:36:38Z,Finance,POL-MKT-3Y
sales-bucket,engineering-bucket/builds/artifact_203.jar,2598099819,2022-01-06T15:45:41Z,Support,POL-LGL-7Y
sales-bucket,marketing-bucket/assets/2023/brand_logo_204.png,8696417118,2020-07-07T15:30:17Z,Support,POL-OPS-2Y
legal-bucket,sales-bucket/presentations/deck_205.pptx,8145084570,2022-03-11T16:25:30Z,Engineering,POL-OPS-2Y
finance-bucket,engineering-bucket/builds/artifact_206.jar,8767088231,2025-05-19T19:55:16Z,Finance,POL-ANL-1Y
data-lake-bucket,engineering-bucket/builds/artifact_207.jar,9124822381,2022-02-15T17:02:23Z,Analytics,POL-LGL-7Y
analytics-bucket,support-bucket/tickets/case_208.json,10746044804,2022-06-30T14:41:20Z,HR,POL-SUP-1Y
legal-bucket,support-bucket/tickets/case_209.json,17703926347,2024-11-03T12:06:56Z,IT,POL-OPS-2Y
marketing-bucket,analytics-bucket/raw/events_210.parquet,18873468167,2022-09-03T02:41:38Z,IT,POL-ENG-3Y
legal-bucket,support-bucket/tickets/case_211.json,864436364,2021-04-06T02:41:51Z,Legal,POL-ANL-1Y
sales-bucket,engineering-bucket/builds/artifact_212.jar,18636276382,2024-04-19T16:56:22Z,Operations,POL-MKT-3Y
support-bucket,engineering-bucket/builds/artifact_213.jar,12322872014,2023-07-11T16:58:35Z,Engineering,POL-HR-5Y
marketing-bucket,engineering-bucket/builds/artifact_214.jar,6748707288,2025-08-19T13:24:25Z,Marketing,POL-IT-5Y
sales-bucket,legal-bucket/contracts/agreement_215.pdf,3939022237,2025-10-24T21:35:00Z,Operations,POL-FIN-7Y
data-lake-bucket,engineering-bucket/builds/artifact_216.jar,12875302673,2021-03-29T21:22:04Z,Sales,POL-LGL-7Y
finance-bucket,engineering-bucket/builds/artifact_217.jar,15154606123,2023-11-17T18:54:44Z,Marketing,POL-HR-5Y
finance-bucket,marketing-bucket/assets/2023/brand_logo_218.png,19300776077,2023-03-04T16:33:02Z,IT,POL-MKT-3Y
analytics-bucket,finance-bucket/reports/invoice_219.pdf,10686214841,2025-10-15T03:05:51Z,Marketing,POL-FIN-7Y
legal-bucket,legal-bucket/contracts/agreement_220.pdf,19724744028,2021-01-06T10:35:35Z,Engineering,POL-ANL-1Y
sales-bucket,support-bucket/tickets/case_221.json,18331845777,2022-08-18T09:57:15Z,HR,POL-HR-5Y
legal-bucket,engineering-bucket/builds/artifact_222.jar,11632393360,2022-08-13T06:30:25Z,Legal,POL-FIN-7Y
marketing-bucket,finance-bucket/reports/invoice_223.pdf,591203583,2023-07-01T09:44:26Z,Support,POL-ANL-1Y
hr-bucket,sales-bucket/presentations/deck_224.pptx,14496245031,2024-08-04T04:32:53Z,IT,POL-SUP-1Y
data-lake-bucket,sales-bucket/presentations/deck_225.pptx,15042084877,2021-09-28T18:40:52Z,IT,POL-FIN-7Y
